,Player,Age,Pos,G,GS,Ctch%,Yds,Y/R,TD,1D,Lng,R/G,Y/G,Fmb,Player-additional,points
468,Senorise Perry,28,rb,11,0,100.00%,1,1.0,0,0,1,0.1,0.1,0.0,PerrSe00,1.1
469,David Quessenberry,29,t,4,0,100.00%,1,1.0,1,1,1,0.3,0.3,0.0,QuesDa00,7.1
470,Elandon Roberts,25,lb,16,3,100.00%,38,38.0,1,1,38,0.1,2.4,0.0,RobeEl00,10.8
471,Ty Sambrailo,27,t,13,0,100.00%,35,35.0,1,1,35,0.1,2.7,0.0,SambTy00,10.5
472,Jason Sanders,24,k,16,0,100.00%,1,1.0,1,1,1,0.1,0.1,0.0,SandJa00,7.1
473,Bo Scarbrough,25,rb,6,5,25.00%,5,5.0,0,0,5,0.2,0.8,1.0,ScarBo01,-0.5
474,Dalton Schultz,23,te,16,0,50.00%,6,6.0,0,0,6,0.1,0.4,0.0,SchuDa00,1.6
475,Jaleel Scott,24,wr,3,0,33.30%,6,6.0,0,0,6,0.3,2.0,0.0,ScotJa02,1.6
476,Nick Scott,24,db,16,0,100.00%,23,23.0,0,1,23,0.1,1.4,0.0,ScotNi01,3.3
477,Darrius Shepherd,24,wr,6,0,50.00%,1,1.0,0,0,1,0.2,0.2,1.0,ShepDa00,-0.9
478,Jeff Smith,22,wr,1,0,50.00%,12,12.0,0,1,12,1.0,12.0,0.0,SmitJe03,2.2
479,Keith Smith,27,fb,16,5,33.30%,13,13.0,0,1,13,0.1,0.8,0.0,SmitKe03,2.3
480,Tyrone Swoopes,25,te,5,2,100.00%,5,5.0,0,0,5,0.2,1.0,0.0,SwooTy00,1.5
481,Wyatt Teller,25,RG,15,9,100.00%,-5,-5.0,0,0,-5,0.1,-0.3,0.0,TellWy00,0.5
482,De'Anthony Thomas,26,0,14,0,50.00%,6,6.0,0,0,6,0.1,0.4,3.0,ThomDe05,-4.4
483,Jordan Thomas,23,te,5,2,33.30%,8,8.0,0,0,8,0.2,1.6,0.0,ThomJo05,1.8
484,Eric Tomlinson,27,0,8,3,100.00%,1,1.0,0,0,1,0.1,0.1,0.0,TomlEr01,1.1
485,John Ursua,25,wr,3,0,100.00%,11,11.0,0,1,11,0.3,3.7,0.0,UrsuJo00,2.1
486,Vita Vea,24,NT,16,16,100.00%,1,1.0,1,1,1,0.1,0.1,0.0,VeaxVi00,7.1
487,Dwayne Washington,25,rb,16,0,100.00%,6,6.0,0,0,6,0.1,0.4,0.0,WashDw00,1.6
488,Deshaun Watson*,24,QB,15,15,100.00%,6,6.0,1,1,6,0.1,0.4,10.0,WatsDe00,-12.4
489,Kerrith Whyte Jr,23,rb,6,0,100.00%,9,9.0,0,1,9,0.2,1.5,0.0,WhytKe00,1.9
490,Christian Wilkins,24,RDE,16,14,100.00%,1,1.0,1,1,1,0.1,0.1,1.0,WilkCh00,5.1
491,Jay Ajayi,26,rb,3,0,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,AjayJa00,0.0
492,Michael Burton,27,rb,10,2,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,BurtMi00,0.0
493,Kirk Cousins*,31,QB,15,15,0.00%,0,0.0,0,0,0,0.0,0.0,10.0,CousKi00,-20.0
494,Dane Cruikshank,24,db,16,0,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,CruiDa00,0.0
495,Dalyn Dawkins,25,rb,2,0,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,DawkDa01,0.0
496,George Fant,27,t,16,7,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,FantGe00,0.0
497,Travis Fulgham,24,wr,3,0,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,FulgTr00,0.0
498,Jalen Guyton,22,wr,3,0,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,GuytJa01,0.0
499,Justin Hardee,25,wr,16,0,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,HardJu01,0.0
500,Lil'Jordan Humphrey,21,wr,5,1,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,HumpLi01,0.0
501,Deon Lacey,29,lb,16,0,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,LaceDe00,0.0
502,David Long,21,db,8,0,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,LongDa02,0.0
503,Jamize Olawale,30,fb,16,5,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,OlawJa00,0.0
504,Jace Sternberger,23,te,6,1,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,SterJa00,0.0
505,Taywan Taylor,24,wr,3,1,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,TaylTa00,0.0
506,Tyrod Taylor,30,qb,8,0,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,TaylTy00,0.0
507,Chad Williams,25,wr,1,0,0.00%,0,0.0,0,0,0,0.0,0.0,0.0,WillCh05,0.0
